early_num_events,early_num_unique_activities,early_observed_hours,early_avg_waiting_time_hours,early_median_waiting_time_hours,early_max_waiting_time_hours,early_total_waiting_time_hours,early_num_waits_over_24h,early_activity_a_accepted,early_activity_a_cancelled,early_activity_a_complete,early_activity_a_concept,early_activity_a_create_application,early_activity_a_denied,early_activity_a_incomplete,early_activity_a_pending,early_activity_a_submitted,early_activity_a_validating,early_activity_o_accepted,early_activity_o_cancelled,early_activity_o_create_offer,early_activity_o_created,early_activity_o_refused,early_activity_o_returned,early_activity_o_sent_mail_and_online,early_activity_o_sent_online_only,early_activity_w_assess_potential_fraud,early_activity_w_call_after_offers,early_activity_w_call_incomplete_files,early_activity_w_complete_application,early_activity_w_handle_leads,early_activity_w_shortened_completion_,early_activity_w_validate_application,delay_probability,actual_delayed,risk_segment
40,17,167.8775208333333,4.304551816239316,0.0011797222222222222,88.59182944444444,167.87752083333334,2,1,0,1,1,1,0,1,0,1,2,0,0,2,2,0,1,1,1,0,6,4,3,2,0,10,0.011488037,0,low
18,11,146.27581944444444,8.604459967320262,0.0003480555555555555,116.94350138888889,146.27581944444444,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.3816292,1,medium
18,9,89.66834666666666,5.274608627450981,0.00023944444444444444,74.76301027777778,89.66834666666666,1,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,5,0,3,0,0,0,0.11008092,0,low
19,11,125.34689805555556,6.963716558641975,0.0023033333333333334,89.71055194444445,125.34689805555556,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.42093462,0,high
16,9,94.2454675,6.2830311666666665,3.3333333333333333e-06,93.61174944444444,94.2454675,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,4,0,0,0,0.09512573,0,low
23,14,111.17830611111111,5.0535593686868685,0.0001815277777777778,95.1022725,111.17830611111111,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,2,2,0,3,0.020987423,0,low
27,14,164.71829499999998,6.335319038461539,0.0023329166666666667,90.73799194444445,164.718295,3,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,4,2,0,5,0.018516414,0,low
15,9,92.07224638888889,6.576589027777778,8.041666666666667e-05,91.87339555555555,92.07224638888889,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.11701554,0,low
19,11,77.71595194444446,4.317552885802469,0.0001309722222222222,76.04846916666666,77.71595194444444,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,5,3,0,0,0.45923078,0,high
18,11,133.04412666666667,7.826125098039216,0.00032194444444444447,92.38434777777778,133.04412666666667,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.39943317,1,medium
19,11,121.27526222222222,6.7375145679012345,0.005105972222222223,93.77983083333334,121.27526222222222,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.38659868,1,medium
15,9,88.40506611111111,6.314647579365079,4.9999999999999996e-06,88.31018305555556,88.40506611111111,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.103981234,1,low
17,11,84.03506777777778,5.2521917361111115,0.0001897222222222222,83.50488194444445,84.03506777777778,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,4,2,0,0,0.34670654,0,medium
18,10,87.64715333333332,5.155714901960784,0.0003619444444444444,87.47879583333332,87.64715333333332,1,1,0,1,1,1,0,0,0,0,0,0,1,2,2,0,0,1,0,0,5,0,3,0,0,0,0.11116591,1,low
15,9,118.13238555555556,8.43802753968254,0.00023055555555555554,117.96951722222222,118.13238555555556,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.12405728,0,low
48,18,140.83444972222222,2.9964776536643023,0.00017611111111111112,47.47137,140.83444972222222,2,1,0,1,1,1,0,2,1,1,3,1,0,1,1,0,1,1,0,0,4,11,4,2,0,11,0.0015567791,0,low
17,11,114.58980555555556,7.161862847222222,0.00015902777777777776,72.72980861111111,114.58980555555556,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,4,2,0,0,0.4789828,0,critical
18,9,149.51001694444443,8.794706879084966,0.0004902777777777777,100.92730999999999,149.51001694444443,2,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,5,0,3,0,0,0,0.29917842,0,medium
21,11,96.67350888888889,4.833675444444444,0.0006454166666666666,87.99053333333333,96.67350888888889,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,6,0,5,2,0,0,0.17041369,0,low
23,12,161.13684444444445,7.324402020202021,0.007034166666666668,94.44238861111111,161.13684444444445,2,1,0,1,1,1,0,0,0,1,0,0,1,2,2,0,0,2,0,0,5,0,4,2,0,0,0.3590197,1,medium
21,13,123.79497916666666,6.189748958333334,9.638888888888889e-05,97.32075111111112,123.79497916666668,2,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,6,0,3,2,0,0,0.0024021983,0,low
15,9,95.26389055555555,6.804563611111112,0.00019555555555555553,95.05675833333333,95.26389055555556,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.113633126,0,low
21,12,162.86348750000002,8.143174375,0.00032125000000000003,93.9944586111111,162.8634875,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,6,0,3,0,0,3,0.037322372,1,low
26,14,158.98372694444444,6.359349077777779,0.003046388888888889,92.23866777777779,158.98372694444447,2,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,8,0,3,2,0,3,0.021721082,0,low
18,11,140.34221055555554,8.255424150326798,0.00037555555555555557,93.34272750000001,140.34221055555557,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,5,2,0,0,0.52029324,1,critical
15,9,92.86171833333333,6.632979880952381,2.4999999999999998e-06,92.66148361111111,92.86171833333333,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.082479335,0,low
20,11,137.05477833333333,7.213409385964912,0.008196388888888888,93.71498666666666,137.05477833333333,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,2,0,0,0.4424333,0,high
17,11,161.21820083333336,10.076137552083335,0.00024305555555555555,117.85430361111112,161.21820083333336,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,2,2,0,0,0.29415923,0,medium
28,11,132.63404777777777,4.912372139917695,0.0003727777777777778,64.56460944444444,132.63404777777777,3,1,0,1,1,1,0,0,0,1,0,0,0,4,4,0,0,4,0,0,5,0,4,2,0,0,0.36934078,1,medium
15,9,95.45635333333333,6.818310952380952,0.00024180555555555555,95.32271944444445,95.45635333333333,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.09868321,0,low
20,11,97.1979536111111,5.115681769005849,0.0003480555555555555,95.50936833333334,97.19795361111112,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,3,0,0,0.13339962,0,low
20,11,107.6165975,5.664031447368421,0.0002936111111111111,88.21983055555556,107.6165975,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,2,0,0,0.18168825,1,low
25,11,122.16716722222223,5.090298634259259,0.005248055555555556,93.45036333333334,122.16716722222222,2,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,7,2,0,0,0.4560609,1,high
19,11,149.93172027777777,8.3295400154321,0.002583611111111111,99.53130111111112,149.9317202777778,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.4126758,1,high
17,11,94.07859166666667,5.879911979166667,0.00012097222222222222,88.5694625,94.07859166666667,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,4,2,0,0,0.36013293,0,medium
15,9,119.09396222222223,8.506711587301586,0.0002113888888888889,118.9909025,119.09396222222222,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.14059514,0,low
18,11,128.4207338888889,7.554160816993464,0.00030694444444444443,105.26939277777778,128.4207338888889,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.3677501,1,medium
18,11,120.27126444444445,7.074780261437909,0.00043444444444444444,119.74607361111111,120.27126444444445,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.1959776,0,low
21,11,107.93164027777779,5.396582013888889,0.00016486111111111112,82.43766944444444,107.93164027777777,2,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,3,2,0,0,0.27870762,1,medium
40,14,142.8446438888889,3.662683176638177,0.00036138888888888885,90.35891027777778,142.8446438888889,1,1,0,1,1,1,0,2,0,0,2,0,0,1,1,0,1,1,0,0,6,11,3,0,0,8,0.022155067,0,low
22,11,154.58204472222224,7.3610497486772495,0.004016111111111111,143.02536722222223,154.58204472222224,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,6,3,0,0,0.23280974,0,medium
26,14,149.4972411111111,5.979889644444444,0.000165,77.25044,149.4972411111111,2,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,1,2,0,0,4,0,4,2,0,3,0.024321157,1,low
17,11,119.73140527777778,7.483212829861111,0.00012194444444444443,99.833815,119.73140527777778,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,2,2,0,0,0.4033032,0,medium
18,11,152.38117000000003,8.963598235294118,0.00018333333333333334,118.6538263888889,152.38117,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.40336537,1,medium
28,10,162.4780086111111,6.017704022633746,0.007842222222222223,86.59375083333335,162.47800861111114,2,1,0,1,1,1,0,0,0,0,0,0,1,2,2,0,0,2,0,0,7,0,10,0,0,0,0.22865023,0,low
20,11,98.4307888888889,5.1805678362573095,0.004007222222222222,95.60748055555555,98.43078888888888,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,7,2,0,0,0.43741205,1,high
17,11,109.40577583333334,6.837860989583334,9.430555555555555e-05,87.94764,109.40577583333335,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,2,2,0,0,0.16757345,0,low
35,14,166.5532397222222,4.898624697712418,0.0011731944444444446,95.37804611111112,166.55323972222223,3,1,0,1,1,1,0,1,0,0,2,0,0,1,1,0,1,1,0,0,6,9,3,0,0,6,0.028742151,0,low
26,11,133.945445,5.3578178,0.0106175,115.1645036111111,133.945445,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,11,2,0,0,0.19593169,0,low
21,11,126.46794083333333,6.323397041666666,0.0009311111111111111,97.4845,126.46794083333332,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,3,0,0,0.47379154,0,critical
25,11,113.45818083333333,4.727424201388889,0.002022638888888889,89.52754361111111,113.45818083333333,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,7,2,0,0,0.4288359,0,high
15,9,114.97082583333334,8.212201845238097,0.00010263888888888889,114.74086583333334,114.97082583333335,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.13551399,1,low
21,11,98.9028438888889,4.945142194444445,4.555555555555555e-05,87.5150763888889,98.9028438888889,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,8,0,3,2,0,0,0.150467,0,low
44,14,105.1647538888889,2.4456919509043926,0.0002602777777777778,95.20824666666667,105.16475388888888,1,1,0,1,1,1,0,2,0,0,3,0,0,1,1,0,1,1,0,0,6,10,3,0,0,12,0.057260215,0,low
16,11,41.136923055555556,2.7424615370370375,6.638888888888889e-05,40.886318333333335,41.13692305555556,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,3,2,0,0,0.36171886,0,medium
19,11,128.49561972222224,7.1386455401234565,0.0023652777777777778,89.12816388888889,128.49561972222222,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.39641216,1,medium
23,11,135.77240055555555,6.171472752525253,0.0012752777777777777,92.26285416666667,135.77240055555558,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,5,0,0,0.4898733,0,critical
17,9,140.93007416666666,8.808129635416666,0.0018056944444444444,94.69847138888888,140.93007416666666,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7,0,3,0,0,0,0.271893,0,medium
21,12,163.14154555555555,8.157077277777777,0.0002865277777777778,141.81505583333333,163.14154555555555,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,6,0,3,0,0,3,0.026990067,0,low
15,9,91.0540438888889,6.503860277777778,0.00029055555555555556,90.7937313888889,91.0540438888889,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.154239,0,low
15,9,100.48063222222223,7.177188015873017,0.00027444444444444445,100.26280583333335,100.48063222222224,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.101109885,0,low
21,12,101.03863055555556,5.051931527777777,0.00020041666666666667,95.12503972222221,101.03863055555554,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,6,0,3,0,0,3,0.020216199,0,low
18,11,126.25995916666666,7.427056421568629,0.0003758333333333333,102.18878555555557,126.25995916666669,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.3676794,0,medium
27,11,166.12457555555554,6.389406752136752,0.0004258333333333333,70.83452416666667,166.12457555555557,3,1,0,1,1,1,0,0,0,1,0,0,0,4,4,0,0,4,0,0,5,0,3,2,0,0,0.47137615,0,critical
22,11,155.8010786111111,7.419098981481481,0.0009069444444444445,90.84128972222221,155.8010786111111,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,6,3,0,0,0.46839374,1,critical
19,11,97.45526777777778,5.414181543209877,0.0025212500000000005,95.34097694444445,97.45526777777779,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.129744,0,low
30,16,90.93197555555557,3.1355853639846742,0.0003933333333333333,38.709809722222225,90.93197555555555,2,1,1,1,1,1,0,0,0,1,1,0,2,2,2,0,1,1,0,0,4,0,3,2,0,6,0.003321108,0,low
38,14,166.2663963888889,4.493686388888889,0.01494611111111111,91.08971111111111,166.2663963888889,2,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,6,0,3,0,0,18,0.0045558736,0,low
23,11,107.11566972222222,4.868894078282828,0.0029834722222222224,91.75259611111112,107.11566972222222,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,5,2,0,0,0.19406381,0,low
15,11,47.16161777777778,3.368686984126984,0.00019319444444444443,47.06938361111111,47.16161777777778,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,2,2,0,0,0.33857286,0,medium
25,11,167.04519944444445,6.960216643518518,0.0060593055555555565,92.38695277777778,167.04519944444445,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,7,5,0,0,0.45162222,1,high
19,11,112.63921277777779,6.257734043209876,0.0027833333333333334,92.42957555555556,112.63921277777777,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.3251714,1,medium
29,14,153.30069472222223,5.475024811507937,0.00037611111111111113,97.42995250000001,153.30069472222223,2,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,6,7,3,0,0,3,0.051641926,0,low
30,14,121.68569583333334,4.196058477011494,0.005984722222222223,68.50012333333333,121.68569583333333,2,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,1,2,0,0,8,0,4,2,0,3,0.022363493,0,low
24,12,94.8309375,4.123084239130434,0.006445277777777777,87.46770138888888,94.83093749999999,1,1,0,1,1,1,0,0,0,1,0,0,1,3,3,0,0,2,0,0,5,0,3,2,0,0,0.17921816,0,low
10,5,93.62906888888888,10.403229876543211,0.015008888888888888,74.01346416666667,93.6290688888889,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0.663229,1,critical
23,12,136.970345,6.2259247727272715,0.003994166666666667,71.03710972222223,136.97034499999998,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,0,7,0,0,3,0.023115125,0,low
19,5,89.54695972222223,4.974831095679012,0.03143027777777778,46.372258333333335,89.54695972222223,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0.6118958,1,critical
25,12,163.71051333333332,6.821271388888889,0.0019033333333333333,115.98972222222223,163.71051333333335,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,6,0,3,0,0,7,0.02859134,0,low
22,13,0.13053944444444446,0.006216164021164022,0.0001775,0.039829166666666665,0.13053944444444446,0,1,1,1,1,1,0,0,0,1,0,0,2,2,2,0,0,2,0,0,3,0,3,2,0,0,0.0022002032,0,low
42,15,166.61172472222222,4.063700602981029,0.0022311111111111112,69.00005916666666,166.61172472222222,3,1,0,1,1,1,0,1,0,0,1,0,0,2,2,0,1,1,1,0,4,7,3,0,0,15,0.03468343,0,low
15,5,145.59420444444444,10.399586031746031,0.012550694444444444,99.61243833333333,145.59420444444444,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0.7578848,1,critical
18,11,140.86680361111112,8.286282565359476,0.00022444444444444446,122.02267722222221,140.8668036111111,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.33674482,0,medium
22,14,94.818415,4.5151626190476195,7.777777777777777e-06,90.50479972222222,94.818415,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,4,0,3,0,0,4,0.0017414155,0,low
18,11,145.30753416666667,8.547502009803921,0.00041833333333333333,96.7436236111111,145.30753416666667,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.42153996,1,high
24,11,125.14640305555555,5.441147958937198,0.00033361111111111113,86.87589888888888,125.14640305555555,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,8,0,6,2,0,0,0.42674392,0,high
28,14,70.46358222222223,2.609762304526749,5.555555555555556e-06,66.02595916666667,70.46358222222223,1,1,0,1,1,1,0,1,0,0,2,0,0,1,1,0,1,0,1,0,4,4,3,0,0,6,0.023856012,0,low
22,13,86.42812472222222,4.115624986772486,0.0023977777777777778,44.278776666666666,86.42812472222222,2,1,0,1,1,1,0,0,0,1,0,0,1,2,2,0,0,1,1,0,3,0,5,2,0,0,0.24937044,1,medium
18,11,132.52279388888888,7.795458464052287,0.0003338888888888889,115.04464222222222,132.52279388888888,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.19930328,0,low
17,11,24.749926944444443,1.5468704340277777,0.00019694444444444444,22.975121944444442,24.749926944444443,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,4,2,0,0,0.4119426,1,high
21,11,93.33805055555555,4.666902527777777,0.010187222222222223,47.111179444444446,93.33805055555555,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,8,2,0,0,0.49663687,1,critical
18,9,130.08600333333334,7.652117843137255,0.00047472222222222224,129.60083944444443,130.08600333333334,1,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,5,0,3,0,0,0,0.13751395,0,low
20,11,141.46398277777777,7.445472777777778,0.0034322222222222224,111.48605833333333,141.46398277777777,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,2,0,0,0.38763592,0,medium
17,11,114.58215527777779,7.161384704861111,0.0002461111111111111,89.08046027777777,114.58215527777777,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,2,2,0,0,0.3234174,1,medium
26,16,162.98748666666668,6.519499466666668,0.00020083333333333333,91.55093166666667,162.98748666666668,2,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,6,0,2,2,0,4,0.0016197468,0,low
19,11,100.02146722222223,5.556748179012346,0.0016730555555555555,52.456896111111114,100.02146722222223,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,6,2,0,0,0.44190916,1,high
21,12,119.20549972222223,5.960274986111111,0.00033652777777777777,91.83248444444445,119.20549972222223,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,6,0,3,0,0,3,0.025187451,0,low
27,14,163.77881,6.299185,0.0003126388888888889,138.72318666666666,163.77881,2,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,6,5,3,0,0,3,0.025982227,0,low
18,9,90.72196444444444,5.336586143790849,0.00035555555555555557,90.45562694444445,90.72196444444444,1,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,5,0,3,0,0,0,0.13397625,0,low
22,11,153.7045488888889,7.319264232804233,0.003475,92.21248472222223,153.7045488888889,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,7,2,0,0,0.41631883,1,high
29,14,136.7269675,4.883105982142857,0.004579444444444445,89.56212972222222,136.7269675,2,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,8,2,0,3,0.021124393,0,low
18,11,102.64395972222222,6.03787998366013,0.0003941666666666667,98.99542027777777,102.6439597222222,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.14637023,0,low
15,9,91.45197222222221,6.53228373015873,9.138888888888889e-05,91.33152916666667,91.45197222222222,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.14299805,0,low
19,11,153.7907113888889,8.543928410493827,0.00023680555555555559,85.55666277777777,153.7907113888889,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.3824052,1,medium
25,13,114.69045805555555,4.778769085648148,0.0007565277777777777,92.35801888888889,114.69045805555555,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,6,0,6,3,0,0,0.0026198942,0,low
26,14,159.24999555555556,6.369999822222223,0.00028305555555555555,100.29678,159.24999555555556,2,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,4,3,0,3,0.027021691,0,low
22,11,145.27194861111113,6.9177118386243395,0.0026827777777777774,52.64641888888889,145.27194861111113,3,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,4,2,0,0,0.3587786,0,medium
19,11,158.5705775,8.809476527777779,0.0026444444444444445,118.20184861111112,158.5705775,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.35448426,0,medium
19,11,140.81087916666667,7.82282662037037,0.003824861111111111,95.35984888888889,140.81087916666667,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.41632837,1,high
29,16,160.50572749999998,5.7323474107142856,0.0021637500000000003,88.70240388888888,160.5057275,3,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,6,0,5,2,0,4,0.0017946828,0,low
8,5,20.977700555555554,2.996814365079365,0.0001875,20.927409444444443,20.977700555555554,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.5929989,0,critical
18,11,141.4885475,8.322855735294116,0.0003113888888888889,91.58291083333333,141.48854749999998,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.41648102,0,high
20,9,121.97587972222223,6.419783143274853,0.0023519444444444447,96.42616694444445,121.97587972222222,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,8,0,0,0,0.26742765,1,medium
15,11,0.14381555555555556,0.010272539682539683,3.472222222222222e-06,0.06267277777777779,0.14381555555555556,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,0,3,0,0,0,0.003842648,0,low
21,12,114.3562425,5.717812125,0.00022888888888888888,87.59440277777777,114.3562425,2,1,0,1,1,1,0,0,0,1,0,0,1,2,2,0,0,1,0,0,5,0,3,2,0,0,0.39740753,0,medium
23,14,118.77087805555556,5.398676275252525,0.000295,97.67795666666666,118.77087805555554,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,2,2,0,3,0.028004522,0,low
15,9,86.75726222222221,6.196947301587301,0.00019583333333333334,86.48227388888888,86.75726222222221,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.09749894,0,low
23,13,151.5862725,6.890285113636363,0.0007820833333333333,93.87774055555555,151.58627249999998,2,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,6,0,3,4,0,0,0.001936446,0,low
19,11,74.15452111111111,4.11969561728395,0.0026109722222222224,41.56953138888889,74.15452111111111,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,6,2,0,0,0.4185122,1,high
10,5,47.24502944444444,5.249447716049382,0.013433333333333334,43.881414166666666,47.24502944444444,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0.6454143,1,critical
18,9,140.12212305555556,8.242477826797383,0.004708055555555556,90.55195416666666,140.12212305555553,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,6,0,0,0,0.23822269,0,medium
36,18,142.85053888888888,4.081443968253968,0.00023166666666666667,94.713195,142.85053888888888,1,1,0,1,1,1,0,1,1,0,1,1,1,2,2,0,1,1,1,0,4,8,3,0,0,5,0.004545898,0,low
21,12,164.64123805555556,8.232061902777778,0.00032986111111111107,92.57868500000001,164.64123805555556,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,6,0,3,0,0,3,0.0337281,0,low
30,16,165.60860027777778,5.710641388888888,0.0003263888888888889,75.80260861111111,165.60860027777775,2,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,4,5,4,2,0,4,0.027791448,0,low
18,9,92.00317249999999,5.411951323529412,0.000385,91.57743972222222,92.0031725,1,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,5,0,3,0,0,0,0.14556572,1,low
20,11,111.50596444444444,5.868734970760234,0.0039163888888888885,89.79020972222223,111.50596444444444,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,7,0,3,2,0,0,0.3158958,0,medium
